MQ2,MQ3,MQ5,MQ6,MQ7,MQ8,MQ135,label,timestamp
114.09,157.08,111.84,231.81,14.92,195.44,32.05,No Gas,2024-01-01 02:01:18
181.45,69.2,221.56,83.25,5.67,227.91,69.24,No Gas,2024-01-01 02:01:20
480.87,333.47,199.44,507.77,88.5,786.15,355.88,Combined,2024-01-01 02:01:22
686.45,240.24,341.67,238.35,62.63,312.2,226.96,Smoke,2024-01-01 02:01:24
670.58,102.8,209.27,144.94,87.54,538.06,87.9,Smoke,2024-01-01 02:01:26
243.88,183.54,150.12,155.42,25.4,377.74,439.89,Perfume,2024-01-01 02:01:28
141.44,155.03,93.19,185.83,11.05,420.23,86.88,No Gas,2024-01-01 02:01:30
717.71,77.48,157.77,161.39,55.57,766.89,210.38,Smoke,2024-01-01 02:01:32
722.33,67.73,161.51,203.19,32.51,973.72,121.61,Smoke,2024-01-01 02:01:34
570.49,94.61,282.42,258.91,70.17,625.93,98.33,Smoke,2024-01-01 02:01:36
624.39,348.93,210.15,202.37,81.95,808.22,170.4,Combined,2024-01-01 02:01:38
192.19,209.54,224.43,77.33,9.34,262.3,169.75,Perfume,2024-01-01 02:01:40
109.77,67.85,111.3,139.88,14.01,357.07,41.5,No Gas,2024-01-01 02:01:42
1112.0,323.54,475.54,341.7,35.43,1027.85,261.04,Combined,2024-01-01 02:01:44
146.26,138.64,97.52,66.73,16.91,323.47,75.01,No Gas,2024-01-01 02:01:46
185.78,209.36,160.07,136.09,11.56,223.36,106.2,No Gas,2024-01-01 02:01:48
318.5,103.68,209.9,119.48,22.38,161.75,73.38,No Gas,2024-01-01 02:01:50
151.7,48.27,117.4,127.46,22.38,129.88,68.73,No Gas,2024-01-01 02:01:52
648.32,78.28,228.5,214.46,66.12,388.6,259.03,Smoke,2024-01-01 02:01:54
408.3,187.6,138.02,167.61,9.07,96.62,421.44,Perfume,2024-01-01 02:01:56
839.11,299.42,281.58,317.45,69.55,485.59,237.36,Combined,2024-01-01 02:01:58
1114.42,173.74,190.43,104.33,30.6,713.74,145.64,Smoke,2024-01-01 02:02:00
461.97,183.17,178.52,315.56,71.73,411.82,297.82,Smoke,2024-01-01 02:02:02
282.91,214.36,239.46,187.07,15.68,239.5,111.67,No Gas,2024-01-01 02:02:04
166.04,199.29,171.36,207.0,6.65,138.53,62.59,No Gas,2024-01-01 02:02:06
729.21,177.72,195.13,257.62,22.69,642.74,220.58,Smoke,2024-01-01 02:02:08
934.78,96.31,234.9,168.02,28.38,723.88,195.97,Smoke,2024-01-01 02:02:10
650.99,310.01,236.47,219.53,49.83,388.21,248.77,Combined,2024-01-01 02:02:12
151.12,80.01,153.23,162.22,16.3,279.23,56.61,No Gas,2024-01-01 02:02:14
118.55,148.5,251.56,152.2,23.68,305.04,30.45,No Gas,2024-01-01 02:02:16
705.61,247.01,343.99,108.39,37.31,647.74,269.57,Smoke,2024-01-01 02:02:18
234.5,50.73,128.24,81.83,19.21,348.33,80.35,No Gas,2024-01-01 02:02:20
192.33,146.99,151.93,173.77,20.74,400.12,59.7,No Gas,2024-01-01 02:02:22
221.91,289.28,119.12,270.81,17.9,104.31,161.82,Perfume,2024-01-01 02:02:24
117.71,98.12,81.98,91.6,19.42,245.96,119.45,No Gas,2024-01-01 02:02:26
197.4,230.75,161.82,184.57,7.14,192.68,311.06,Perfume,2024-01-01 02:02:28
239.36,138.17,244.44,131.61,8.26,101.3,74.13,No Gas,2024-01-01 02:02:30
223.2,161.72,93.52,140.61,17.1,292.37,70.27,No Gas,2024-01-01 02:02:32
128.67,104.1,151.3,123.1,14.72,364.52,123.22,No Gas,2024-01-01 02:02:34
767.06,466.04,537.04,268.11,44.64,336.42,381.03,Combined,2024-01-01 02:02:36
216.56,170.5,213.86,168.0,22.05,167.23,48.82,No Gas,2024-01-01 02:02:38
162.15,339.9,95.04,240.58,21.0,152.25,275.0,Perfume,2024-01-01 02:02:40
330.99,199.13,254.65,190.04,6.67,90.63,42.0,No Gas,2024-01-01 02:02:42
282.63,218.38,270.31,109.38,12.71,302.88,453.2,Perfume,2024-01-01 02:02:44
99.81,171.24,238.83,186.84,23.8,275.24,28.57,No Gas,2024-01-01 02:02:46
447.08,646.89,234.19,156.28,7.18,461.1,245.46,Perfume,2024-01-01 02:02:48
1211.36,91.25,292.52,221.46,64.06,649.48,188.69,Smoke,2024-01-01 02:02:50
1412.97,329.85,236.88,181.64,43.44,657.86,261.74,Combined,2024-01-01 02:02:52
207.05,87.04,94.93,183.68,21.51,327.81,84.6,No Gas,2024-01-01 02:02:54
121.13,194.52,157.86,222.41,15.71,202.41,101.32,No Gas,2024-01-01 02:02:56
118.13,197.04,234.26,98.93,6.99,265.83,53.52,No Gas,2024-01-01 02:02:58
1238.26,391.16,396.52,257.37,78.2,565.58,235.39,Combined,2024-01-01 02:03:00
834.25,242.52,192.28,345.89,69.86,260.91,269.66,Smoke,2024-01-01 02:03:02
136.59,592.45,132.89,340.56,15.9,144.39,223.8,Perfume,2024-01-01 02:03:04
277.5,70.62,115.49,156.62,17.09,140.74,37.58,No Gas,2024-01-01 02:03:06
137.29,164.74,132.46,73.27,13.57,134.19,69.81,No Gas,2024-01-01 02:03:08
208.03,77.72,196.57,222.88,13.95,253.25,43.42,No Gas,2024-01-01 02:03:10
567.63,282.81,219.69,146.97,52.3,775.79,153.48,Combined,2024-01-01 02:03:12
283.83,454.79,178.38,114.12,9.12,309.91,351.79,Perfume,2024-01-01 02:03:14
1083.33,408.83,301.37,284.48,49.61,642.27,99.26,Combined,2024-01-01 02:03:16
115.11,132.79,103.51,254.56,20.61,252.08,27.85,No Gas,2024-01-01 02:03:18
272.48,253.06,261.04,241.14,13.68,413.65,335.35,Perfume,2024-01-01 02:03:20
333.97,398.88,325.25,146.24,20.0,215.18,118.69,Perfume,2024-01-01 02:03:22
286.16,90.59,96.4,226.52,15.72,401.08,37.59,No Gas,2024-01-01 02:03:24
694.29,249.12,178.63,180.71,37.75,399.85,409.27,Combined,2024-01-01 02:03:26
769.2,278.61,220.88,181.81,26.52,451.26,245.33,Combined,2024-01-01 02:03:28
1235.29,344.47,306.6,264.98,23.88,450.12,303.41,Combined,2024-01-01 02:03:30
223.48,535.79,126.58,79.62,21.99,571.81,96.08,Perfume,2024-01-01 02:03:32
210.41,132.63,186.88,155.47,10.16,102.37,111.21,No Gas,2024-01-01 02:03:34
103.0,144.79,159.93,139.75,16.61,254.9,66.49,No Gas,2024-01-01 02:03:36
1087.9,376.39,322.03,237.38,79.04,596.52,193.85,Combined,2024-01-01 02:03:38
210.21,66.64,76.07,135.65,22.22,209.34,112.47,No Gas,2024-01-01 02:03:40
202.33,219.05,194.9,103.05,9.72,87.69,194.98,Perfume,2024-01-01 02:03:42
301.74,214.03,267.53,266.32,9.9,124.77,376.95,Perfume,2024-01-01 02:03:44
290.54,298.04,88.52,191.61,20.87,371.18,222.78,Perfume,2024-01-01 02:03:46
451.51,445.2,347.87,171.49,76.3,501.13,108.55,Combined,2024-01-01 02:03:48
226.63,90.4,91.61,141.4,8.25,337.26,91.15,No Gas,2024-01-01 02:03:50
163.49,118.55,187.6,178.07,21.25,176.49,95.48,No Gas,2024-01-01 02:03:52
190.68,80.69,222.48,129.71,18.06,154.94,62.76,No Gas,2024-01-01 02:03:54
655.45,44.53,240.29,196.88,28.0,318.54,109.36,Smoke,2024-01-01 02:03:56
109.54,143.59,112.08,180.79,13.73,216.48,81.81,No Gas,2024-01-01 02:03:58
145.54,64.72,190.92,99.55,15.08,382.34,74.11,No Gas,2024-01-01 02:04:00
551.85,505.79,375.85,344.02,84.55,518.83,210.23,Combined,2024-01-01 02:04:02
622.82,406.42,298.05,348.38,29.26,792.97,276.76,Combined,2024-01-01 02:04:04
164.03,65.36,131.04,195.26,24.48,462.89,31.84,No Gas,2024-01-01 02:04:06
240.01,181.4,188.77,164.74,18.18,108.5,76.74,No Gas,2024-01-01 02:04:08
363.15,193.69,276.1,437.01,63.68,219.23,348.58,Combined,2024-01-01 02:04:10
226.24,133.59,219.62,75.07,14.63,416.43,69.06,No Gas,2024-01-01 02:04:12
253.55,183.27,127.07,226.24,12.14,132.4,48.12,No Gas,2024-01-01 02:04:14
306.29,151.62,199.23,141.59,13.62,367.09,50.18,No Gas,2024-01-01 02:04:16
457.69,156.64,271.42,148.99,36.5,577.88,101.75,Smoke,2024-01-01 02:04:18
250.82,170.57,160.38,148.77,10.48,297.08,48.47,No Gas,2024-01-01 02:04:20
571.81,254.99,479.69,250.56,31.77,283.2,132.82,Combined,2024-01-01 02:04:22
616.4,203.55,262.3,85.88,80.07,283.04,147.61,Smoke,2024-01-01 02:04:24
486.96,192.78,206.45,128.62,73.25,312.99,221.86,Smoke,2024-01-01 02:04:26
270.23,65.79,188.93,242.88,8.93,409.9,74.84,No Gas,2024-01-01 02:04:28
1135.98,72.3,269.27,91.13,33.0,1078.09,100.98,Smoke,2024-01-01 02:04:30
142.76,210.11,164.15,246.8,14.9,175.82,250.48,Perfume,2024-01-01 02:04:32
268.96,709.93,132.26,142.12,24.63,105.6,430.48,Perfume,2024-01-01 02:04:34
184.03,766.93,181.92,161.92,15.98,228.24,421.69,Perfume,2024-01-01 02:04:36
622.92,301.18,192.54,284.8,62.04,734.42,176.18,Smoke,2024-01-01 02:04:38
873.31,184.59,375.97,179.37,34.47,178.25,220.82,Combined,2024-01-01 02:04:40
663.52,193.76,282.45,431.34,90.79,105.92,225.53,Combined,2024-01-01 02:04:42
303.43,148.41,173.58,46.76,10.2,117.45,119.38,Perfume,2024-01-01 02:04:44
141.17,114.13,228.37,172.99,17.12,258.47,90.31,No Gas,2024-01-01 02:04:46
277.24,151.78,111.6,71.02,7.84,185.71,78.99,No Gas,2024-01-01 02:04:48
228.18,120.6,167.07,198.54,15.35,325.86,101.37,No Gas,2024-01-01 02:04:50
269.7,198.12,99.94,160.64,14.49,224.5,366.04,Perfume,2024-01-01 02:04:52
664.34,63.45,357.09,220.51,21.39,685.89,255.48,Smoke,2024-01-01 02:04:54
874.53,47.66,193.28,268.07,63.41,654.5,218.56,Smoke,2024-01-01 02:04:56
1432.16,278.73,284.37,183.58,75.22,529.85,80.06,Combined,2024-01-01 02:04:58
917.43,228.47,277.67,154.23,80.61,677.74,135.23,Combined,2024-01-01 02:05:00
1191.61,378.33,245.79,450.07,57.99,365.06,313.29,Combined,2024-01-01 02:05:02
158.12,185.41,106.93,146.68,19.37,343.35,106.19,No Gas,2024-01-01 02:05:04
267.14,271.8,96.33,95.95,16.2,180.73,132.14,Perfume,2024-01-01 02:05:06
196.57,196.37,82.67,183.68,14.83,118.29,96.75,No Gas,2024-01-01 02:05:08
179.71,96.43,185.36,94.41,23.51,370.94,72.43,No Gas,2024-01-01 02:05:10
276.17,146.57,160.74,152.03,25.02,214.96,99.0,No Gas,2024-01-01 02:05:12
90.82,173.64,99.8,104.35,20.3,295.86,85.74,No Gas,2024-01-01 02:05:14
239.51,92.64,146.29,238.96,70.92,451.2,292.72,Smoke,2024-01-01 02:05:16
1099.27,423.06,365.91,98.36,78.17,648.29,362.1,Combined,2024-01-01 02:05:18
138.84,122.27,289.5,225.76,16.81,231.48,117.37,No Gas,2024-01-01 02:05:20
323.92,380.96,160.06,191.37,11.67,393.62,273.0,Perfume,2024-01-01 02:05:22
772.64,255.76,285.87,256.84,119.7,542.05,207.91,Smoke,2024-01-01 02:05:24
168.33,158.29,83.66,201.97,21.09,474.41,79.09,No Gas,2024-01-01 02:05:26
385.77,169.51,284.27,211.91,82.99,821.4,175.45,Smoke,2024-01-01 02:05:28
106.75,53.02,201.05,191.36,12.72,176.96,58.76,No Gas,2024-01-01 02:05:30
838.42,147.45,278.92,248.31,62.43,235.98,149.9,Smoke,2024-01-01 02:05:32
1111.43,275.09,150.88,385.66,92.15,813.25,171.1,Smoke,2024-01-01 02:05:34
125.21,171.07,234.91,166.96,19.15,212.22,60.62,No Gas,2024-01-01 02:05:36
226.33,158.0,225.15,131.77,13.93,345.2,112.55,No Gas,2024-01-01 02:05:38
281.73,273.89,165.26,249.8,35.43,413.58,117.69,Smoke,2024-01-01 02:05:40
1063.58,439.92,174.79,246.92,23.56,713.96,232.0,Combined,2024-01-01 02:05:42
206.28,167.28,145.53,80.76,5.93,252.37,109.08,No Gas,2024-01-01 02:05:44
162.29,218.37,84.01,121.85,17.45,304.31,361.39,Perfume,2024-01-01 02:05:46
324.73,595.09,118.73,159.09,17.68,313.95,200.63,Perfume,2024-01-01 02:05:48
981.82,374.09,434.84,271.52,48.28,510.09,298.14,Combined,2024-01-01 02:05:50
515.15,390.88,265.01,222.73,81.21,584.72,294.93,Combined,2024-01-01 02:05:52
617.59,130.64,111.02,122.24,50.05,352.57,224.59,Smoke,2024-01-01 02:05:54
207.98,400.62,191.2,189.16,8.04,220.89,156.14,Perfume,2024-01-01 02:05:56
748.57,346.58,391.09,299.19,41.46,855.2,429.19,Combined,2024-01-01 02:05:58
178.33,148.76,207.35,101.56,8.68,291.73,36.38,No Gas,2024-01-01 02:06:00
264.73,123.1,158.91,105.01,13.43,195.78,79.04,No Gas,2024-01-01 02:06:02
145.17,153.04,139.05,183.33,24.22,188.69,112.68,No Gas,2024-01-01 02:06:04
892.64,620.91,398.23,169.87,42.99,451.17,219.29,Combined,2024-01-01 02:06:06
677.1,241.09,555.9,413.27,29.56,1285.23,311.32,Combined,2024-01-01 02:06:08
317.15,137.14,222.14,178.03,7.71,156.74,48.88,No Gas,2024-01-01 02:06:10
1173.56,171.38,250.71,251.6,97.41,401.54,163.57,Smoke,2024-01-01 02:06:12
562.31,119.14,132.54,239.68,97.5,389.05,165.49,Smoke,2024-01-01 02:06:14
133.06,140.1,87.98,61.04,19.52,348.99,50.49,No Gas,2024-01-01 02:06:16
887.57,515.11,111.27,180.02,45.38,517.7,448.69,Combined,2024-01-01 02:06:18
178.94,85.44,184.06,231.28,23.47,194.37,74.01,No Gas,2024-01-01 02:06:20
293.06,84.47,218.02,195.2,18.13,253.67,33.33,No Gas,2024-01-01 02:06:22
335.08,219.99,164.46,413.94,31.74,328.59,96.99,Smoke,2024-01-01 02:06:24
234.01,632.37,151.03,80.83,12.97,145.44,294.84,Perfume,2024-01-01 02:06:26
222.97,104.76,163.28,96.84,15.43,377.37,38.63,No Gas,2024-01-01 02:06:28
405.13,518.55,266.21,185.75,15.86,448.35,310.28,Perfume,2024-01-01 02:06:30
543.51,104.14,84.31,368.82,90.16,878.87,244.44,Smoke,2024-01-01 02:06:32
240.3,102.25,96.65,231.51,8.65,249.4,87.38,No Gas,2024-01-01 02:06:34
241.37,140.7,192.41,190.81,14.84,271.04,71.02,No Gas,2024-01-01 02:06:36
395.38,70.86,170.95,162.08,28.47,171.85,163.63,Smoke,2024-01-01 02:06:38
182.78,71.89,213.81,232.08,9.13,397.63,92.58,No Gas,2024-01-01 02:06:40
777.72,209.17,333.76,121.1,52.14,223.44,241.56,Combined,2024-01-01 02:06:42
490.96,315.25,515.12,291.65,57.81,733.78,89.4,Combined,2024-01-01 02:06:44
737.29,194.87,219.37,439.56,90.77,980.88,326.73,Combined,2024-01-01 02:06:46
137.64,73.14,211.21,167.69,12.45,247.82,69.35,No Gas,2024-01-01 02:06:48
407.25,324.83,212.7,409.24,26.49,758.03,220.11,Combined,2024-01-01 02:06:50
468.8,163.65,401.16,221.02,54.87,642.08,167.45,Smoke,2024-01-01 02:06:52
121.64,190.55,94.1,143.61,17.67,322.42,83.12,No Gas,2024-01-01 02:06:54
126.01,147.8,241.01,135.66,10.5,395.02,29.54,No Gas,2024-01-01 02:06:56
150.65,132.21,116.05,159.32,15.69,249.74,56.72,No Gas,2024-01-01 02:06:58
273.57,167.76,181.72,216.18,13.26,352.11,364.63,Perfume,2024-01-01 02:07:00
713.04,204.8,86.82,247.12,23.1,589.23,139.25,Smoke,2024-01-01 02:07:02
227.22,164.02,198.61,133.57,23.78,114.44,58.31,No Gas,2024-01-01 02:07:04
198.41,246.32,95.5,146.3,14.4,337.96,160.92,Perfume,2024-01-01 02:07:06
287.84,92.48,246.41,144.9,12.22,371.66,74.08,No Gas,2024-01-01 02:07:08
926.3,107.2,168.66,367.81,31.55,353.28,70.94,Smoke,2024-01-01 02:07:10
228.22,144.28,70.2,127.1,9.88,177.63,82.44,No Gas,2024-01-01 02:07:12
1208.42,349.49,338.43,237.75,40.05,416.27,44.11,Combined,2024-01-01 02:07:14
673.66,242.43,193.37,461.44,46.28,258.41,203.39,Combined,2024-01-01 02:07:16
886.81,110.41,257.66,254.68,98.36,723.91,90.36,Smoke,2024-01-01 02:07:18
148.25,89.9,127.94,115.35,16.58,299.0,107.41,No Gas,2024-01-01 02:07:20
201.61,115.18,184.1,152.02,8.29,297.19,77.78,No Gas,2024-01-01 02:07:22
378.8,239.41,112.98,464.03,76.75,600.09,217.79,Combined,2024-01-01 02:07:24
129.53,72.79,222.2,177.79,25.54,216.77,95.39,No Gas,2024-01-01 02:07:26
274.42,116.79,165.56,187.2,7.35,258.15,54.2,No Gas,2024-01-01 02:07:28
220.91,90.4,190.02,243.36,5.52,521.13,56.02,No Gas,2024-01-01 02:07:30
735.39,148.7,294.17,226.8,81.33,342.11,192.22,Smoke,2024-01-01 02:07:32
343.82,242.77,174.36,207.97,39.12,562.8,75.42,Smoke,2024-01-01 02:07:34
1060.63,300.59,415.68,220.84,58.49,232.71,158.13,Combined,2024-01-01 02:07:36
228.12,58.56,111.62,95.45,17.75,222.06,94.28,No Gas,2024-01-01 02:07:38
184.19,65.83,216.54,146.34,23.54,284.0,81.0,No Gas,2024-01-01 02:07:40
704.27,85.04,419.96,202.18,24.11,375.8,259.25,Combined,2024-01-01 02:07:42
1543.5,477.97,176.13,297.8,16.62,753.72,114.59,Combined,2024-01-01 02:07:44
132.43,109.46,119.39,138.65,13.49,286.17,111.3,No Gas,2024-01-01 02:07:46
416.14,136.52,382.94,119.01,69.18,323.39,70.59,Smoke,2024-01-01 02:07:48
109.01,118.78,238.52,101.16,25.9,305.49,45.05,No Gas,2024-01-01 02:07:50
431.73,251.48,440.93,148.46,27.18,796.88,149.44,Combined,2024-01-01 02:07:52
132.86,154.85,178.26,147.3,10.12,103.52,52.74,No Gas,2024-01-01 02:07:54
968.61,152.75,239.79,269.49,25.16,814.77,165.3,Combined,2024-01-01 02:07:56
366.22,344.93,97.11,157.29,18.33,259.44,107.52,Perfume,2024-01-01 02:07:58
911.87,238.29,399.96,123.72,29.06,821.34,126.82,Smoke,2024-01-01 02:08:00
275.61,82.59,166.1,174.22,15.54,95.48,86.3,No Gas,2024-01-01 02:08:02
475.28,192.31,256.92,242.4,28.33,405.51,275.21,Smoke,2024-01-01 02:08:04
599.09,195.15,246.42,89.74,29.93,175.84,256.88,Smoke,2024-01-01 02:08:06
230.48,143.11,108.18,153.63,12.45,465.01,74.29,No Gas,2024-01-01 02:08:08
227.49,225.93,183.07,184.66,23.24,252.6,249.18,Perfume,2024-01-01 02:08:10
775.94,203.38,371.14,321.61,92.93,683.35,283.41,Combined,2024-01-01 02:08:12
723.07,101.16,279.51,182.09,52.26,468.95,67.13,Smoke,2024-01-01 02:08:14
368.1,153.19,152.64,208.74,18.85,331.43,120.07,Perfume,2024-01-01 02:08:16
247.43,131.31,103.29,87.77,8.4,419.08,39.68,No Gas,2024-01-01 02:08:18
539.0,260.45,306.74,306.84,45.72,291.4,134.88,Smoke,2024-01-01 02:08:20
106.51,80.92,235.22,98.73,12.46,222.61,95.84,No Gas,2024-01-01 02:08:22
238.2,599.7,282.17,199.31,25.22,366.16,198.52,Perfume,2024-01-01 02:08:24
796.62,420.01,377.23,193.04,46.05,248.83,78.48,Combined,2024-01-01 02:08:26
260.36,225.2,142.66,193.71,5.01,281.22,112.29,Perfume,2024-01-01 02:08:28
128.34,54.34,131.84,80.32,14.05,379.94,61.91,No Gas,2024-01-01 02:08:30
304.77,104.75,205.32,134.47,9.48,305.1,93.92,No Gas,2024-01-01 02:08:32
379.29,202.17,228.0,235.89,24.77,846.05,238.61,Smoke,2024-01-01 02:08:34
1172.21,58.93,162.41,140.97,133.39,389.17,75.48,Smoke,2024-01-01 02:08:36
837.84,456.26,479.32,144.98,41.61,213.87,146.54,Combined,2024-01-01 02:08:38
1066.41,407.12,151.96,214.81,53.23,216.87,208.52,Combined,2024-01-01 02:08:40
231.56,435.87,392.77,149.79,12.29,349.12,147.71,Perfume,2024-01-01 02:08:42
264.69,116.32,196.26,162.46,6.6,232.95,51.03,No Gas,2024-01-01 02:08:44
250.96,127.91,235.56,152.13,16.3,420.24,63.47,No Gas,2024-01-01 02:08:46
176.11,62.02,226.21,177.26,18.56,375.21,44.13,No Gas,2024-01-01 02:08:48
126.12,183.95,140.93,121.34,5.95,305.25,113.53,No Gas,2024-01-01 02:08:50
1128.33,163.88,365.0,159.98,28.99,646.06,231.64,Smoke,2024-01-01 02:08:52
203.13,373.67,177.64,93.04,6.98,155.67,426.89,Perfume,2024-01-01 02:08:54
202.61,343.11,108.47,213.01,5.25,145.87,342.21,Perfume,2024-01-01 02:08:56
339.07,81.48,214.95,102.77,10.28,283.2,123.53,No Gas,2024-01-01 02:08:58
284.7,129.31,265.22,230.66,12.9,164.49,36.9,No Gas,2024-01-01 02:09:00
250.12,114.03,218.83,206.83,6.86,300.78,36.05,No Gas,2024-01-01 02:09:02
160.01,54.14,229.43,223.72,27.16,97.78,59.4,No Gas,2024-01-01 02:09:04
913.06,224.03,174.14,352.71,63.86,424.38,166.35,Combined,2024-01-01 02:09:06
163.52,191.28,181.87,153.12,15.07,310.08,99.07,No Gas,2024-01-01 02:09:08
388.67,131.53,191.86,126.19,30.5,812.47,177.0,Smoke,2024-01-01 02:09:10
204.54,199.02,131.69,99.75,17.61,125.98,59.57,No Gas,2024-01-01 02:09:12
1034.47,310.12,275.39,215.26,33.92,553.09,98.63,Combined,2024-01-01 02:09:14
737.55,110.31,151.97,249.57,60.84,330.18,156.9,Smoke,2024-01-01 02:09:16
286.45,49.87,174.63,79.82,13.54,372.59,111.67,No Gas,2024-01-01 02:09:18
616.7,173.62,69.65,380.94,53.36,706.74,139.79,Smoke,2024-01-01 02:09:20
238.55,316.09,97.94,86.5,20.12,114.97,124.53,Perfume,2024-01-01 02:09:22
927.37,372.5,304.05,506.22,87.43,433.94,227.23,Combined,2024-01-01 02:09:24
207.13,206.23,205.52,103.14,8.05,155.87,69.45,No Gas,2024-01-01 02:09:26
761.03,185.94,378.81,250.9,91.83,437.82,348.45,Combined,2024-01-01 02:09:28
743.04,127.74,210.43,162.35,97.24,1058.3,171.99,Combined,2024-01-01 02:09:30
511.2,313.35,685.08,283.82,49.09,755.13,189.07,Combined,2024-01-01 02:09:32
269.85,621.26,175.55,148.05,6.68,395.93,135.87,Perfume,2024-01-01 02:09:34
156.14,155.58,226.85,235.94,13.05,302.41,291.45,Perfume,2024-01-01 02:09:36
1307.91,126.17,249.17,161.02,120.26,921.06,143.3,Smoke,2024-01-01 02:09:38
214.7,140.58,169.69,136.9,12.5,361.6,178.83,Perfume,2024-01-01 02:09:40
552.59,266.03,219.19,161.25,77.95,501.86,154.42,Smoke,2024-01-01 02:09:42
297.07,398.73,116.52,189.86,12.66,95.83,200.67,Perfume,2024-01-01 02:09:44
859.35,294.83,267.11,193.06,65.01,925.78,232.15,Smoke,2024-01-01 02:09:46
234.3,510.8,186.44,160.95,20.41,258.01,354.19,Perfume,2024-01-01 02:09:48
512.13,486.02,448.77,125.41,22.51,1077.09,363.78,Combined,2024-01-01 02:09:50
130.46,52.46,220.27,86.65,8.74,189.62,54.93,No Gas,2024-01-01 02:09:52
1155.53,106.35,399.57,449.36,50.98,850.28,278.43,Combined,2024-01-01 02:09:54
459.18,154.41,277.77,154.93,86.42,273.6,322.97,Smoke,2024-01-01 02:09:56
1269.96,508.22,340.06,144.3,41.98,374.06,338.84,Combined,2024-01-01 02:09:58
973.49,145.65,273.28,197.87,24.66,475.88,209.89,Smoke,2024-01-01 02:10:00
163.44,81.91,161.17,93.78,24.16,388.35,137.17,No Gas,2024-01-01 02:10:02
486.02,163.23,209.76,360.77,19.15,338.16,356.67,Combined,2024-01-01 02:10:04
237.35,67.08,116.24,166.5,19.73,306.04,51.16,No Gas,2024-01-01 02:10:06
732.54,259.78,453.58,403.77,52.28,825.51,148.76,Combined,2024-01-01 02:10:08
409.31,132.88,258.76,301.45,20.08,260.22,361.2,Smoke,2024-01-01 02:10:10
796.64,206.99,154.19,294.91,55.3,819.76,203.28,Smoke,2024-01-01 02:10:12
224.54,160.16,191.6,139.46,18.15,217.19,89.06,No Gas,2024-01-01 02:10:14
287.8,206.98,322.25,91.02,44.89,769.04,288.22,Smoke,2024-01-01 02:10:16
200.77,49.55,215.58,137.98,24.96,255.2,35.01,No Gas,2024-01-01 02:10:18
257.04,139.61,90.82,127.21,9.78,170.0,72.65,No Gas,2024-01-01 02:10:20
182.61,178.66,204.73,144.34,7.16,130.72,33.49,No Gas,2024-01-01 02:10:22
342.39,98.34,107.66,198.32,8.12,110.86,36.58,No Gas,2024-01-01 02:10:24
828.98,107.07,138.11,293.99,52.8,479.38,109.08,Combined,2024-01-01 02:10:26
1411.24,270.21,374.38,372.81,22.09,386.65,263.87,Combined,2024-01-01 02:10:28
141.93,83.09,76.12,193.58,13.58,387.33,67.36,No Gas,2024-01-01 02:10:30
246.22,554.8,74.05,159.23,12.61,125.65,106.81,Perfume,2024-01-01 02:10:32
219.25,62.07,115.08,164.3,11.25,125.81,48.15,No Gas,2024-01-01 02:10:34
184.39,393.89,128.7,266.36,15.11,299.56,260.85,Perfume,2024-01-01 02:10:36
1602.88,156.27,549.64,357.56,20.25,658.2,152.19,Combined,2024-01-01 02:10:38
593.35,488.07,291.62,282.56,77.38,624.11,161.56,Combined,2024-01-01 02:10:40
319.53,82.0,276.67,283.51,65.04,514.37,158.65,Smoke,2024-01-01 02:10:42
158.3,306.1,120.98,97.77,21.4,294.34,224.34,Perfume,2024-01-01 02:10:44
254.93,60.99,73.15,121.69,7.8,160.56,90.55,No Gas,2024-01-01 02:10:46
1121.48,548.66,263.32,615.04,67.17,598.94,89.42,Combined,2024-01-01 02:10:48
288.55,146.39,219.41,156.39,16.42,225.85,79.68,No Gas,2024-01-01 02:10:50
102.08,510.61,91.93,116.22,20.41,336.5,361.81,Perfume,2024-01-01 02:10:52
185.99,149.82,184.8,129.09,24.35,264.29,335.7,Perfume,2024-01-01 02:10:54
189.28,272.29,198.38,114.68,13.19,176.55,199.99,Perfume,2024-01-01 02:10:56
246.39,59.22,136.74,183.82,16.49,114.4,68.13,No Gas,2024-01-01 02:10:58
663.92,476.06,281.12,279.25,88.9,1497.34,188.42,Combined,2024-01-01 02:11:00
123.54,149.72,91.4,145.98,11.1,313.78,99.09,No Gas,2024-01-01 02:11:02
210.14,188.48,175.4,178.33,9.42,181.08,79.9,Perfume,2024-01-01 02:11:04
177.57,74.75,155.73,151.6,13.55,350.8,36.06,No Gas,2024-01-01 02:11:06
222.23,77.5,131.9,109.75,14.47,329.38,79.54,No Gas,2024-01-01 02:11:08
767.13,194.04,257.75,289.04,43.63,295.28,315.55,Smoke,2024-01-01 02:11:10
1446.59,260.92,253.47,105.68,92.83,506.44,182.83,Smoke,2024-01-01 02:11:12
280.89,213.73,157.84,158.48,8.34,353.84,51.7,No Gas,2024-01-01 02:11:14
190.5,160.34,215.51,181.02,20.99,166.0,97.98,No Gas,2024-01-01 02:11:16
662.64,143.42,324.94,174.51,27.86,438.73,188.49,Smoke,2024-01-01 02:11:18
273.65,545.69,133.57,319.69,15.23,389.64,229.97,Perfume,2024-01-01 02:11:20
439.83,273.42,284.91,273.09,72.36,715.63,272.12,Combined,2024-01-01 02:11:22
163.63,196.73,206.9,132.09,7.05,109.88,61.63,No Gas,2024-01-01 02:11:24
